ID,age,sex
5074,27.0,F
5075,41.0,M
5076,70.0,M
5077,32.0,F
5080,58.0,M
5084,36.0,F
5085,64.0,M
5093,61.0,F
5094,40.0,F
649,52.0,M
5096,40.0,F
5097,58.0,F
5099,42.0,F
5100,74.0,M
5102,43.0,F
5103,59.0,F
5104,52.0,F
5105,63.0,M
5107,39.0,F
5108,47.0,F
5109,32.0,F
5110,16.0,F
5113,17.0,M
5114,50.0,M
5118,57.0,M
5120,37.0,F
5121,60.0,M
5124,45.0,F
5125,21.0,F
5127,56.0,F
5129,61.0,F
5130,67.0,F
5131,43.0,M
5132,48.0,F
5134,35.0,F
5137,76.0,M
5140,32.0,M
5141,56.0,F
5144,71.0,F
5145,41.0,F
5146,62.0,F
5148,42.0,M
5150,74.0,M
5151,20.0,M
5154,74.0,M
5156,50.0,F
5162,61.0,F
5166,33.0,F
5169,37.0,M
5171,54.0,M
5172,52.0,F
5174,47.0,F
5175,22.0,F
5177,39.0,F
5178,27.0,M
5179,31.0,F
5184,52.0,F
5185,37.0,F
5189,77.0,M
5190,42.0,F
5191,57.0,M
5193,45.0,M
5199,60.0,M
5202,30.0,F
5204,41.0,F
5209,41.0,M
5215,46.0,F
5216,32.0,F
5218,41.0,F
5219,39.0,M
5221,63.0,M
5223,38.0,M
5224,34.0,F
5226,38.0,F
5230,48.0,M
5233,49.0,F
5235,51.0,M
5236,42.0,F
5238,20.0,M
5239,26.0,F
5240,57.0,M
5246,30.0,F
5250,40.0,F
5252,37.0,M
5255,42.0,F
5256,48.0,F
5257,46.0,M
5259,38.0,M
5260,32.0,F
5262,49.0,M
5263,48.0,M
5264,61.0,F
5265,31.0,M
5266,39.0,M
5268,32.0,M
5269,65.0,F
5270,70.0,F
5273,46.0,F
5275,58.0,F
5276,36.0,M
5277,38.0,M
5278,39.0,F
5279,57.0,F
5280,36.0,F
5281,55.0,F
5282,56.0,F
5283,40.0,F
5284,38.0,F
5287,25.0,M
5288,37.0,M
5289,40.0,M
5292,58.0,F
5293,41.0,M
5295,42.0,F
5296,48.0,M
5297,45.0,F
5299,34.0,F
5303,32.0,M
5305,37.0,F
5309,44.0,F
4817,29.0,F
5311,59.0,M
5314,53.0,M
5315,45.0,F
5319,21.0,M
5327,41.0,F
5328,57.0,M
5332,38.0,F
5333,31.0,F
5334,41.0,M
5338,34.0,F
5339,30.0,F
5340,32.0,M
5341,70.0,M
5342,40.0,M
5344,57.0,F
5345,45.0,M
5347,53.0,F
5348,60.0,M
5349,54.0,M
5350,53.0,F
5351,41.0,F
5352,64.0,M
5353,42.0,M
5354,39.0,M
5355,38.0,M
5356,42.0,F
5358,73.0,M
5359,68.0,F
5361,57.0,M
5362,32.0,F
5363,37.0,F
5364,37.0,M
5365,39.0,F
5366,32.0,M
5367,70.0,M
5369,40.0,M
5370,56.0,M
5371,35.0,F
5373,65.0,M
5374,39.0,F
5375,51.0,M
5377,45.0,M
5379,36.0,M
5380,35.0,F
5381,54.0,F
5382,49.0,F
5384,38.0,M
5385,29.0,M
5391,48.0,M
5392,40.0,F
5393,35.0,M
5394,50.0,M
5395,57.0,F
5396,20.0,F
5397,50.0,M
5401,55.0,F
5402,39.0,F
5403,31.0,F
5404,49.0,M
5405,42.0,F
5407,41.0,M
5411,34.0,F
5412,52.0,M
5413,63.0,F
5418,64.0,M
5419,27.0,M
5423,67.0,M
5508,46.0,F
5509,54.0,F
5510,55.0,M
5511,58.0,F
5513,20.0,F
5514,26.0,M
5515,48.0,F
5516,45.0,F
5519,38.0,F
5520,67.0,F
5510,55.0,M
5524,69.0,M
5525,41.0,M
5526,64.0,M
5528,34.0,F
5530,50.0,F
5532,42.0,M
5533,63.0,F
5535,45.0,F
5538,58.0,F
5539,62.0,F
5540,36.0,F
5541,30.0,F
5543,34.0,M
5545,37.0,M
5546,40.0,M
5547,52.0,F
5549,56.0,M
5551,54.0,M
5553,81.0,M
5555,52.0,F
5556,46.0,F
5557,43.0,F
5558,54.0,M
5559,49.0,M
5560,61.0,M
5561,70.0,M
5562,43.0,M
5563,61.0,F
5564,40.0,F
5565,35.0,F
5566,50.0,F
5567,58.0,F
5569,56.0,M
5570,38.0,F
5573,39.0,F
5574,35.0,F
5575,66.0,F
5576,71.0,M
5578,60.0,F
5580,57.0,M
5581,43.0,M
5582,53.0,F
5584,54.0,F
5585,37.0,M
5586,47.0,M
5587,47.0,F
5589,39.0,M
5590,42.0,M
5591,37.0,F
5593,62.0,F
5594,40.0,M
5595,42.0,M
5596,54.0,F
5597,38.0,F
5598,50.0,F
5602,45.0,F
5605,56.0,M
5608,42.0,F
5609,45.0,F
5610,62.0,M
5611,54.0,M
5612,47.0,M
5613,38.0,M
5614,72.0,M
5615,39.0,F
5619,44.0,M
5620,75.0,F
5621,46.0,F
5622,41.0,F
5625,43.0,F
5626,39.0,F
5627,15.0,F
5628,34.0,F
5630,55.0,F
5632,31.0,F
5633,56.0,F
5634,27.0,M
5635,71.0,M
5636,44.0,M
5638,51.0,F
5641,70.0,M
5643,55.0,M
5644,47.0,M
5645,57.0,F
5646,46.0,M
5648,61.0,M
5650,20.0,M
5651,61.0,F
5652,43.0,F
5653,32.0,M
5656,56.0,M
5657,52.0,M
5658,33.0,F
5659,61.0,M
5660,30.0,M
5661,65.0,M
5662,45.0,M
5663,54.0,M
5664,50.0,M
5665,59.0,F
5666,52.0,F
5667,32.0,F
5669,53.0,M
5671,69.0,F
5672,53.0,M
5673,40.0,M
5675,46.0,F
5676,49.0,M
5677,47.0,M
5678,62.0,M
5679,73.0,M
5680,56.0,F
5681,55.0,M
5682,50.0,M
5683,53.0,F
5686,58.0,M
5687,60.0,F
5688,49.0,F
5689,38.0,F
5690,24.0,F
5693,45.0,M
5695,42.0,M
5698,56.0,M
5700,63.0,F
5702,37.0,M
5703,51.0,F
5704,44.0,M
5705,49.0,M
5706,47.0,F
5707,74.0,M
5708,40.0,F
5709,36.0,M
5712,37.0,M
5714,64.0,M
5715,38.0,M
5721,60.0,M
5722,46.0,M
5724,38.0,M
5729,60.0,M
5730,58.0,M
5731,43.0,F
5732,43.0,M
5733,31.0,M
5734,48.0,M
5736,60.0,M
5738,48.0,M
5741,42.0,F
5744,30.0,M
5745,65.0,M
5746,42.0,M
5747,52.0,M
5748,45.0,M
5749,20.0,M
5750,20.0,F
5751,42.0,F
5752,52.0,M
5753,57.0,M
5754,68.0,M
5755,59.0,F
5756,48.0,M
5760,50.0,M
5764,60.0,M
5765,51.0,F
5766,50.0,M
5767,37.0,F
5768,58.0,F
5769,63.0,F
5770,47.0,F
5771,62.0,F
5772,42.0,F
5774,39.0,F
5777,64.0,M
5780,51.0,M
5781,64.0,F
5783,32.0,F
5784,33.0,M
5786,51.0,F
933,48.0,F
5788,60.0,M
5789,46.0,F
3900,47.0,F
5793,40.0,F
5794,45.0,M
5795,32.0,M
5797,45.0,M
5798,50.0,M
5799,57.0,M
5800,40.0,F
5803,40.0,M
5804,43.0,F
5805,62.0,F
5806,53.0,M
5807,20.0,F
5808,38.0,M
5809,22.0,M
5811,61.0,M
5812,51.0,F
5813,37.0,M
5814,72.0,M
5816,53.0,F
5817,48.0,M
5818,42.0,F
5819,50.0,F
5823,57.0,F
5824,34.0,F
5826,50.0,F
5827,40.0,F
5830,47.0,F
5831,14.0,F
5833,47.0,M
5834,50.0,M
5835,51.0,M
5836,55.0,M
933,48.0,F
5839,54.0,F
5840,58.0,F
5841,65.0,M
5842,50.0,F
5843,43.0,F
5844,66.0,M
5845,66.0,M
5848,50.0,F
5851,28.0,M
5852,64.0,M
5853,28.0,F
5854,59.0,F
5855,46.0,F
5856,41.0,F
5858,42.0,M
5859,42.0,M
5860,35.0,F
5862,48.0,F
5863,74.0,M
5865,21.0,M
5867,55.0,F
5868,39.0,M
5869,53.0,F
5870,74.0,F
5872,37.0,M
5874,36.0,M
5875,67.0,F
1888,42.0,M
5877,50.0,M
5881,54.0,F
5882,41.0,F
5883,34.0,F
5884,44.0,M
5886,49.0,M
5887,43.0,M
5888,62.0,F
5889,44.0,M
5890,56.0,F
5892,55.0,M
5896,30.0,F
5897,62.0,F
5898,28.0,M
5900,29.0,M
5901,37.0,M
5902,50.0,F
5905,56.0,F
5906,49.0,M
5907,32.0,M
5908,65.0,F
5910,56.0,F
5912,44.0,F
5914,59.0,F
5915,57.0,F
5917,57.0,M
933,48.0,F
1091,65.0,M
5920,45.0,M
5921,48.0,M
5923,34.0,F
5924,50.0,F
5925,48.0,M
5926,45.0,F
5927,25.0,M
5932,33.0,F
5936,35.0,F
5937,49.0,M
5939,64.0,M
5940,44.0,M
5941,37.0,F
5946,32.0,F
5947,59.0,M
5950,61.0,M
5952,44.0,M
5953,25.0,M
5954,30.0,F
5955,56.0,F
5956,21.0,F
5957,71.0,M
5958,63.0,F
5960,54.0,M
5962,26.0,M
5963,50.0,M
5965,51.0,M
5966,55.0,F
5967,60.0,M
5969,43.0,M
5970,30.0,F
5972,35.0,F
5973,21.0,M
5974,39.0,F
5975,36.0,M
5976,52.0,F
5977,25.0,F
5978,53.0,M
5979,56.0,F
5980,48.0,F
5983,36.0,F
5985,28.0,M
5986,48.0,M
5989,45.0,M
5990,51.0,M
5991,42.0,F
5993,38.0,F
5995,61.0,F
5996,53.0,F
5998,53.0,M
5999,21.0,F
6000,32.0,F
6002,53.0,M
6003,38.0,M
6004,36.0,M
6005,52.0,F
6006,52.0,F
6007,57.0,F
6010,52.0,M
6011,48.0,F
6012,37.0,M
6013,39.0,M
3900,47.0,F
6016,45.0,M
6017,38.0,F
6018,57.0,F
6019,63.0,F
6020,35.0,M
6023,41.0,F
6024,33.0,M
6027,56.0,M
6028,37.0,F
6029,32.0,F
6030,53.0,M
6034,32.0,F
6036,65.0,F
6038,56.0,M
6039,49.0,F
6040,51.0,F
6041,36.0,F
6042,45.0,M
6043,53.0,F
6045,38.0,M
6050,63.0,M
6051,66.0,F
6052,36.0,M
6053,41.0,F
6056,55.0,M
6058,49.0,M
6059,47.0,M
6060,48.0,F
6061,55.0,M
6062,49.0,M
6064,42.0,F
6065,43.0,F
6066,20.0,F
6067,42.0,F
6070,42.0,F
6071,35.0,M
6072,56.0,F
6075,50.0,M
6076,28.0,F
6077,39.0,M
6078,53.0,M
6079,66.0,M
6080,44.0,M
6081,40.0,M
6082,16.0,F
6083,58.0,F
6084,19.0,M
6085,54.0,M
6086,40.0,M
6088,63.0,M
6091,33.0,F
6092,28.0,F
6094,41.0,F
6097,60.0,F
6098,54.0,F
6099,68.0,M
6100,70.0,F
6102,46.0,M
6106,37.0,F
6107,38.0,M
6108,46.0,F
6110,43.0,M
6113,43.0,M
6114,56.0,M
6117,32.0,F
6118,44.0,F
6121,52.0,M
6122,57.0,F
6123,39.0,M
6125,28.0,F
6128,60.0,F
6131,54.0,M
6132,58.0,F
6134,34.0,F
6136,35.0,M
6137,63.0,F
6138,35.0,F
6140,46.0,M
6141,41.0,F
6143,20.0,M
6144,43.0,M
6145,68.0,F
6148,50.0,F
6150,34.0,M
6151,57.0,M
6152,45.0,M
6153,36.0,F
6154,39.0,M
6155,58.0,F
6157,44.0,M
6158,32.0,M
6161,37.0,F
6162,41.0,M
6163,31.0,F
6164,31.0,F
6165,29.0,F
6167,61.0,M
6168,42.0,F
6169,42.0,M
6170,58.0,F
6171,56.0,M
6173,40.0,M
6174,61.0,M
6175,51.0,M
6176,60.0,F
6177,44.0,M
6178,60.0,M
6179,33.0,M
6180,33.0,F
6181,27.0,F
6182,43.0,M
6183,57.0,F
6184,39.0,F
6185,35.0,F
6186,37.0,F
6188,40.0,M
6190,32.0,F
6191,35.0,F
6192,59.0,F
6193,33.0,F
6194,31.0,M
6195,41.0,F
6197,40.0,F
6198,45.0,M
6199,49.0,M
6201,48.0,M
6203,38.0,M
6204,33.0,F
6205,43.0,F
6206,64.0,M
6207,40.0,F
6208,60.0,M
6209,35.0,M
6212,44.0,F
6213,70.0,F
933,48.0,F
6218,49.0,M
6219,41.0,M
6220,54.0,F
6222,63.0,F
6223,37.0,F
6224,38.0,F
6226,20.0,M
6227,42.0,F
6228,51.0,M
6229,31.0,M
6230,60.0,F
6231,32.0,M
6232,51.0,M
6233,27.0,M
6235,52.0,F
6236,58.0,F
6237,55.0,M
6240,37.0,M
6242,68.0,F
6243,67.0,F
6246,67.0,F
6250,52.0,M
6251,31.0,F
6253,40.0,M
6254,40.0,M
6255,57.0,M
6256,32.0,F
6257,54.0,F
6259,57.0,M
6261,57.0,F
6262,58.0,F
6263,36.0,M
6265,40.0,F
6267,43.0,M
6268,46.0,F
6270,53.0,M
6271,49.0,F
6276,18.0,M
6277,41.0,F
6278,38.0,M
6279,50.0,F
6280,38.0,M
6281,55.0,F
6282,62.0,F
6283,33.0,F
6284,34.0,M
6285,25.0,M
6286,38.0,F
6287,44.0,F
6288,51.0,F
6289,73.0,F
6292,65.0,M
6293,33.0,F
6294,34.0,F
6295,57.0,M
6296,77.0,F
6299,43.0,F
6300,64.0,M
6302,52.0,M
6303,26.0,F
6304,71.0,F
6306,43.0,F
6307,25.0,F
6308,47.0,F
6310,53.0,M
6311,58.0,M
6312,27.0,F
6313,21.0,M
6315,39.0,M
6316,58.0,M
6317,62.0,F
6318,53.0,M
6319,57.0,F
6320,25.0,F
6321,38.0,F
933,48.0,F
6326,30.0,M
6329,33.0,M
6331,54.0,F
6332,57.0,M
6333,26.0,M
6334,35.0,M
6335,34.0,F
6336,37.0,M
6337,63.0,F
6338,62.0,M
6339,61.0,F
6340,37.0,M
6341,50.0,F
6342,38.0,F
6343,64.0,F
6344,43.0,F
6345,17.0,F
6347,48.0,F
6348,64.0,M
6349,41.0,M
6351,72.0,F
6352,68.0,M
6353,41.0,M
6356,20.0,M
6361,39.0,M
6362,43.0,F
6363,37.0,M
6364,50.0,M
6365,47.0,M
6366,64.0,M
6367,38.0,F
6369,66.0,F
6371,36.0,M
6372,66.0,F
6373,26.0,F
6374,61.0,F
6376,38.0,M
6377,45.0,F
6378,21.0,F
6379,42.0,F
6380,60.0,M
6381,47.0,M
6382,61.0,F
6383,30.0,F
6386,17.0,M
6387,50.0,F
6389,40.0,M
6390,33.0,F
6391,66.0,F
6394,31.0,F
6396,53.0,F
6398,31.0,M
6399,48.0,M
6401,56.0,F
6402,32.0,F
6404,66.0,F
6405,41.0,M
6406,54.0,M
6411,54.0,F
6412,44.0,F
6413,63.0,M
6414,28.0,F
6417,36.0,F
6418,39.0,M
6419,45.0,F
6420,65.0,M
6421,44.0,F
6422,60.0,F
6424,23.0,F
6425,32.0,F
6426,64.0,F
6428,25.0,F
6430,21.0,F
6431,44.0,F
6433,57.0,M
6434,38.0,F
6435,65.0,M
6436,38.0,M
6438,52.0,M
6439,46.0,M
6440,44.0,F
6441,37.0,M
6443,42.0,F
6445,21.0,F
6446,44.0,F
6447,34.0,M
6448,35.0,F
6451,69.0,F
6452,21.0,F
6453,44.0,M
6454,32.0,F
6455,40.0,F
6456,55.0,M
6457,24.0,F
6458,37.0,F
6460,57.0,F
6461,65.0,M
6462,38.0,M
6463,64.0,M
6467,48.0,M
6468,41.0,F
6469,42.0,M
6472,42.0,F
6473,56.0,M
6474,56.0,F
6475,60.0,F
6477,42.0,M
6478,56.0,M
6479,39.0,F
6480,42.0,M
6481,47.0,M
6482,30.0,F
6483,69.0,M
6484,58.0,M
6486,22.0,F
6488,35.0,F
6489,61.0,M
6490,58.0,F
6493,36.0,M
6494,17.0,M
6496,65.0,F
6497,35.0,M
6498,40.0,M
6500,71.0,M
6501,30.0,M
6502,45.0,F
6503,35.0,M
6505,50.0,F
6506,62.0,F
6508,32.0,F
6509,43.0,M
6510,40.0,F
6511,41.0,F
6512,60.0,F
6513,41.0,F
6514,50.0,M
6515,45.0,M
6516,30.0,M
6518,46.0,F
6519,60.0,F
6520,51.0,F
6521,39.0,M
6523,18.0,F
6524,66.0,F
6526,53.0,F
6527,42.0,M
6529,59.0,M
6530,36.0,F
6531,32.0,M
6532,70.0,F
6533,61.0,F
6536,40.0,M
6538,36.0,M
6540,41.0,M
6541,37.0,F
6542,42.0,F
6543,48.0,F
6544,32.0,F
6545,52.0,M
6546,18.0,F
933,48.0,F
6548,39.0,F
6551,40.0,M
6552,20.0,F
6555,38.0,F
6556,53.0,M
6557,38.0,M
6559,61.0,F
6561,57.0,M
6562,15.0,F
6563,39.0,F
6564,54.0,M
6566,15.0,F
6568,56.0,M
6569,44.0,M
6570,33.0,F
6572,52.0,M
6573,31.0,F
6574,20.0,F
6577,64.0,F
6578,62.0,M
6579,32.0,F
6580,36.0,M
6582,39.0,M
6583,45.0,M
6585,22.0,F
6587,32.0,F
6588,38.0,F
6589,51.0,F
6590,61.0,M
6591,49.0,M
6592,30.0,F
6593,28.0,F
6594,32.0,M
6595,54.0,F
6597,35.0,F
6599,62.0,M
6600,84.0,F
6603,15.0,F
6604,16.0,M
6605,42.0,M
6606,73.0,M
6607,41.0,F
6608,53.0,M
6609,31.0,F
6611,47.0,F
6613,37.0,F
6614,75.0,F
6615,48.0,F
6616,36.0,M
6618,43.0,M
6619,41.0,M
6620,46.0,M
6621,38.0,M
6623,39.0,M
6624,31.0,M
6625,70.0,M
6627,58.0,M
6628,24.0,F
6629,68.0,M
6631,41.0,F
6634,50.0,F
6636,52.0,M
6637,33.0,F
6638,59.0,M
1294,30.0,F
6641,69.0,M
6644,51.0,M
6646,27.0,F
6647,38.0,M
6648,35.0,F
6649,45.0,M
6650,41.0,F
6651,42.0,F
6652,43.0,F
6653,52.0,F
6654,29.0,F
6655,46.0,M
6657,45.0,F
6658,51.0,F
6659,29.0,F
6660,24.0,F
6662,52.0,F
6663,58.0,M
6664,39.0,M
6665,45.0,M
6670,30.0,M
6673,42.0,M
6676,32.0,M
6677,52.0,M
6678,35.0,M
6679,33.0,M
6680,45.0,M
6681,55.0,F
6683,46.0,M
6684,61.0,F
6688,42.0,M
6691,44.0,M
6692,22.0,M
6693,66.0,M
6694,61.0,F
6695,59.0,M
6697,51.0,M
6698,43.0,F
6699,71.0,M
6700,37.0,M
6701,39.0,M
6702,54.0,F
6704,40.0,M
6705,31.0,F
6706,43.0,F
6709,28.0,F
6712,37.0,F
6713,42.0,F
6714,47.0,F
6716,40.0,M
6717,51.0,M
6718,57.0,F
6719,34.0,F
6720,69.0,M
6722,43.0,F
6725,21.0,M
6726,70.0,F
6727,43.0,M
6729,49.0,F
6730,56.0,M
6731,41.0,M
6732,30.0,F
6733,55.0,M
6734,56.0,F
6735,35.0,M
6739,55.0,M
6740,28.0,F
6742,34.0,F
6743,28.0,M
6744,72.0,F
6745,35.0,M
6746,64.0,F
6747,56.0,M
6748,48.0,M
6749,53.0,F
6750,29.0,F
6752,65.0,F
6754,44.0,F
6757,66.0,F
6760,20.0,M
6761,27.0,F
6762,39.0,M
6763,57.0,F
6764,34.0,F
6768,62.0,F
6769,53.0,F
6770,49.0,F
6771,48.0,F
6772,33.0,F
6773,66.0,F
6774,71.0,M
6776,38.0,M
6778,53.0,F
6779,43.0,F
6780,33.0,M
6781,49.0,M
6782,44.0,F
6783,72.0,M
6784,59.0,F
6785,39.0,F
6786,54.0,F
6790,38.0,M
6792,42.0,F
6793,30.0,M
6794,58.0,F
6795,56.0,M
6796,45.0,F
6741,46.0,M
6799,45.0,F
6800,28.0,F
6801,60.0,F
6802,42.0,F
6806,33.0,F
6807,62.0,F
6809,38.0,F
6810,32.0,M
6811,54.0,F
6812,39.0,M
6813,37.0,F
6814,33.0,M
6815,35.0,M
6816,35.0,M
6819,28.0,M
6820,53.0,M
6821,72.0,M
6824,59.0,F
6826,23.0,M
6827,57.0,M
6828,37.0,M
6830,47.0,F
6831,63.0,M
6832,51.0,F
6835,36.0,M
6838,44.0,M
6839,50.0,F
6840,62.0,M
6841,40.0,M
6844,74.0,F
6845,51.0,M
6846,36.0,M
6848,41.0,M
6850,61.0,M
6851,54.0,M
6853,39.0,F
6854,39.0,M
6855,51.0,M
6857,32.0,F
6858,64.0,M
6859,41.0,F
6860,46.0,F
6861,63.0,M
6862,34.0,F
6864,45.0,F
6865,49.0,F
6866,20.0,M
6867,63.0,M
6868,58.0,F
6870,55.0,F
6871,48.0,M
6872,43.0,M
6873,60.0,M
6875,56.0,F
6876,47.0,M
933,48.0,F
6880,63.0,M
6882,69.0,M
6883,70.0,M
6885,69.0,F
6886,41.0,F
6889,60.0,F
6891,46.0,M
6892,52.0,F
6893,83.0,M
6894,43.0,M
6895,47.0,M
6896,50.0,M
6901,49.0,F
6903,58.0,M
6904,64.0,F
6906,61.0,F
6907,41.0,F
6910,51.0,M
6914,15.0,M
6916,50.0,M
6919,58.0,M
6921,64.0,F
6923,37.0,M
6924,46.0,M
6925,38.0,M
6926,33.0,F
6927,28.0,M
6928,71.0,M
6930,65.0,M
6933,57.0,M
6935,70.0,M
6937,38.0,F
6938,37.0,M
6939,68.0,M
6940,65.0,F
6942,48.0,F
6944,47.0,F
6945,32.0,F
6947,39.0,M
6948,34.0,F
6949,34.0,F
6950,55.0,M
6951,53.0,M
6953,39.0,F
6954,21.0,M
6955,54.0,M
6956,41.0,F
6957,21.0,F
6960,30.0,F
6962,41.0,M
6963,49.0,M
933,48.0,F
6966,48.0,M
6968,48.0,F
6969,50.0,M
6970,54.0,M
6971,45.0,F
6972,48.0,F
6973,51.0,F
6974,32.0,M
6976,30.0,F
6977,37.0,M
6978,49.0,F
6979,48.0,M
6980,45.0,F
6981,36.0,M
6983,41.0,M
6984,61.0,F
6985,66.0,M
6986,34.0,F
6988,44.0,F
6989,55.0,M
6992,45.0,M
6994,49.0,M
6995,42.0,F
6996,59.0,M
6997,58.0,M
6999,23.0,M
7000,53.0,M
7001,32.0,F
7006,53.0,M
7007,39.0,M
7008,38.0,F
7009,41.0,M
7010,44.0,F
7012,48.0,F
3536,43.0,F
7017,62.0,F
7020,33.0,F
7021,56.0,F
7026,42.0,F
7027,36.0,F
7028,64.0,M
7029,45.0,M
7030,51.0,F
7031,42.0,M
7032,57.0,F
7034,55.0,F
7036,65.0,M
7037,64.0,M
7039,43.0,M
7041,33.0,M
7044,62.0,F
7045,46.0,F
7046,37.0,F
7050,72.0,M
7052,41.0,M
7053,58.0,F
7055,29.0,M
7057,44.0,M
7058,37.0,F
7060,38.0,F
7061,34.0,F
7063,54.0,M
7064,49.0,M
7065,17.0,F
7066,46.0,F
7069,48.0,M
7070,46.0,M
7072,36.0,F
7075,42.0,F
7076,44.0,M
7077,56.0,F
7078,33.0,M
7079,37.0,F
7080,35.0,F
6223,37.0,F
7082,39.0,M
7083,20.0,M
7084,44.0,F
7089,71.0,M
7090,43.0,F
7092,45.0,F
7094,59.0,F
7095,58.0,M
7097,60.0,M
7098,48.0,M
7099,33.0,F
7100,29.0,F
7101,47.0,M
7102,36.0,F
7103,53.0,F
7104,30.0,M
7105,25.0,M
7106,38.0,F
7108,62.0,F
7109,26.0,F
7112,37.0,F
7114,64.0,F
7118,41.0,F
7119,48.0,M
7120,75.0,F
7121,42.0,F
7123,39.0,M
7124,52.0,M
7126,71.0,M
7127,46.0,F
7128,31.0,F
7129,49.0,F
7130,64.0,M
7131,29.0,F
7132,53.0,M
7133,48.0,M
7137,47.0,F
7138,35.0,F
7139,45.0,F
7140,71.0,M
7141,49.0,M
7142,31.0,M
7143,39.0,F
7144,34.0,M
7145,14.0,M
7146,34.0,F
7148,16.0,F
7150,54.0,F
7151,21.0,F
7152,37.0,M
7153,38.0,F
7156,22.0,F
7158,37.0,M
7159,58.0,F
7160,59.0,M
7161,61.0,M
7162,53.0,M
7163,42.0,F
7164,43.0,M
7166,38.0,M
7167,59.0,M
7170,54.0,F
7172,54.0,F
7173,32.0,M
7174,38.0,M
7175,37.0,M
7176,62.0,F
7177,25.0,M
7179,46.0,M
7182,76.0,M
7183,40.0,M
7185,47.0,F
7186,44.0,M
7188,53.0,M
7189,72.0,M
7190,40.0,F
7191,28.0,M
7194,21.0,F
7195,38.0,M
7196,40.0,M
7197,47.0,M
7198,42.0,M
7200,38.0,F
7201,48.0,M
7202,44.0,M
7203,46.0,F
7204,29.0,M
7205,46.0,F
7206,29.0,M
7208,39.0,M
7209,40.0,F
7211,64.0,M
7213,37.0,F
7214,28.0,F
7215,60.0,M
7216,50.0,F
7218,67.0,F
7220,45.0,F
7221,40.0,M
7222,39.0,M
7223,37.0,M
7224,60.0,F
7227,53.0,F
7228,50.0,M
7229,58.0,M
7230,39.0,F
1111,36.0,M
7232,44.0,M
7234,39.0,M
7236,38.0,F
7237,43.0,M
7239,30.0,M
7241,34.0,F
7242,56.0,M
7243,63.0,M
7246,60.0,F
7247,55.0,F
7248,49.0,M
7249,43.0,F
7250,50.0,F
7251,57.0,F
7253,52.0,M
7254,29.0,F
7255,35.0,F
7256,34.0,M
7257,46.0,F
7258,56.0,M
7262,44.0,F
7263,56.0,M
7264,56.0,M
7267,31.0,F
7270,56.0,M
7273,47.0,F
7275,39.0,M
7276,42.0,M
7279,51.0,M
7280,57.0,M
7281,64.0,M
7282,42.0,F
7283,36.0,F
7284,72.0,F
7285,39.0,M
7287,47.0,M
7289,45.0,F
7290,33.0,F
7291,69.0,M
7293,67.0,M
7294,35.0,F
7295,48.0,M
7297,22.0,M
7299,41.0,M
7300,46.0,M
7301,43.0,F
7303,37.0,M
7304,66.0,F
7305,54.0,M
7306,42.0,F
7307,15.0,M
7308,45.0,F
7309,34.0,F
7311,26.0,F
7313,51.0,M
7314,47.0,F
7315,27.0,F
7316,45.0,F
7317,49.0,F
7318,60.0,F
7319,36.0,M
7320,38.0,F
7321,38.0,M
7322,35.0,M
7323,61.0,F
7324,34.0,F
7325,37.0,F
7327,36.0,M
7328,38.0,M
7332,31.0,F
7333,48.0,M
7335,53.0,F
7336,33.0,F
7338,42.0,F
7339,49.0,M
7340,64.0,M
7341,60.0,M
7345,62.0,F
7346,34.0,F
7347,35.0,M
7348,42.0,M
7349,46.0,M
7351,39.0,F
7352,53.0,M
7354,53.0,M
7355,30.0,F
7357,40.0,M
7362,47.0,F
7363,55.0,M
7366,39.0,M
7367,20.0,M
7371,37.0,F
7372,46.0,F
7373,31.0,F
7375,35.0,M
7376,47.0,F
7378,17.0,M
7379,37.0,F
7381,35.0,F
7382,55.0,M
7384,63.0,F
7385,44.0,M
7386,40.0,F
7389,45.0,M
7390,34.0,F
7391,34.0,M
7392,61.0,M
7394,66.0,M
7396,59.0,F
7397,57.0,M
7399,45.0,M
7400,76.0,M
7402,49.0,M
7403,48.0,M
7405,65.0,M
7406,53.0,F
7407,33.0,F
7408,48.0,M
7409,20.0,F
7410,63.0,F
7413,45.0,M
7415,20.0,M
7417,40.0,M
7419,54.0,M
7420,75.0,F
7422,39.0,F
7423,34.0,M
7424,42.0,F
7426,59.0,M
7429,36.0,M
7430,20.0,F
7431,36.0,F
7432,20.0,M
7433,40.0,M
7434,52.0,M
7435,61.0,F
7436,69.0,M
7437,38.0,M
7438,53.0,M
7439,33.0,M
7442,38.0,F
7443,40.0,F
7445,66.0,M
7447,50.0,F
7453,37.0,M
7455,38.0,M
7456,60.0,M
7458,48.0,M
7461,44.0,M
7462,28.0,M
7463,26.0,F
7464,38.0,M
7465,55.0,F
7467,77.0,F
7468,44.0,F
7469,40.0,M
7471,21.0,F
7472,51.0,F
7473,16.0,F
7474,43.0,M
7475,45.0,M
7476,48.0,M
7477,59.0,M
7478,42.0,M
7479,34.0,F
7480,25.0,F
7481,29.0,F
7482,38.0,F
7483,44.0,M
7484,54.0,F
7485,44.0,F
7486,37.0,F
7487,53.0,F
7488,65.0,F
7489,50.0,F
7490,65.0,M
7491,41.0,F
7492,46.0,M
7493,33.0,M
7494,68.0,M
7496,53.0,M
7497,49.0,M
7498,35.0,F
7501,37.0,M
7502,31.0,F
7503,63.0,F
7505,30.0,M
