ID,age,sex
2622,50.0,M
2623,40.0,M
2624,28.0,F
2625,46.0,M
2626,64.0,F
2628,27.0,M
2631,40.0,F
2634,64.0,M
2635,57.0,M
2636,46.0,F
2637,24.0,F
2638,33.0,F
2639,34.0,F
2640,37.0,F
2643,37.0,M
2644,29.0,F
2645,59.0,M
2646,37.0,F
2647,42.0,F
2648,64.0,M
2655,33.0,F
2657,31.0,M
2658,39.0,M
2660,56.0,F
2661,65.0,M
2662,28.0,F
2663,65.0,F
2664,70.0,M
2665,46.0,M
2666,70.0,M
2668,35.0,F
2669,39.0,M
2671,43.0,F
2673,41.0,M
2675,52.0,M
2676,38.0,M
2677,45.0,F
2678,36.0,F
2679,24.0,F
2680,29.0,F
2684,45.0,F
2685,41.0,F
2687,32.0,M
2689,70.0,F
2690,36.0,F
2693,48.0,M
2694,37.0,F
2695,56.0,M
2696,64.0,F
2698,33.0,F
2700,57.0,M
2701,51.0,F
2702,60.0,F
2703,34.0,F
2704,32.0,M
2706,39.0,F
2708,68.0,F
2709,26.0,M
2710,38.0,M
2711,60.0,M
2712,71.0,M
2714,47.0,F
2716,55.0,F
2717,43.0,F
2718,67.0,F
2719,49.0,M
2721,45.0,F
2722,55.0,M
2724,39.0,F
2725,52.0,M
2727,47.0,M
2730,46.0,M
2734,53.0,M
2735,36.0,M
2736,43.0,M
2737,51.0,M
2738,60.0,M
2739,47.0,M
2741,47.0,M
2742,73.0,M
2745,41.0,M
2746,65.0,M
2747,58.0,F
2748,53.0,M
2749,25.0,M
2750,58.0,M
2752,33.0,M
2754,57.0,F
2756,43.0,F
2757,40.0,M
2758,41.0,M
2759,56.0,F
2760,36.0,M
2761,37.0,M
2762,52.0,F
2763,42.0,M
2764,36.0,M
2765,49.0,F
2766,65.0,M
2768,15.0,F
2771,34.0,M
2772,31.0,M
2776,34.0,F
2777,27.0,F
2778,35.0,M
2779,49.0,F
2783,62.0,M
2786,36.0,M
2787,37.0,F
2788,58.0,F
2789,41.0,F
2793,52.0,M
2794,44.0,F
2795,37.0,F
2796,27.0,F
2797,53.0,M
2798,51.0,M
2799,35.0,F
2802,59.0,M
2803,33.0,M
2804,41.0,M
2805,52.0,M
2806,60.0,M
2808,40.0,M
2809,73.0,M
2810,62.0,M
2811,21.0,F
2812,63.0,M
2813,65.0,F
2814,34.0,M
2816,41.0,F
2817,45.0,M
2820,37.0,M
2821,40.0,M
2822,69.0,F
2823,54.0,F
2825,35.0,F
2826,45.0,F
2831,49.0,M
2832,32.0,M
2833,39.0,M
2834,66.0,M
2835,58.0,F
2837,65.0,M
2838,62.0,M
2839,19.0,M
2840,22.0,M
2841,23.0,M
2843,48.0,F
2844,42.0,M
2845,54.0,M
2846,43.0,M
2847,61.0,F
2848,25.0,F
2850,50.0,F
2851,37.0,M
2852,47.0,M
2853,40.0,M
2854,48.0,M
2855,61.0,M
2856,73.0,M
2857,58.0,M
2859,60.0,M
2860,40.0,M
2861,39.0,M
2862,33.0,M
2863,59.0,F
2864,59.0,M
2866,48.0,F
2867,35.0,M
2868,59.0,F
2870,56.0,F
2871,50.0,M
2872,61.0,M
2873,50.0,F
2874,57.0,F
2875,46.0,M
2876,30.0,M
2880,34.0,F
2881,48.0,M
2882,31.0,M
2883,54.0,M
2884,43.0,M
2885,31.0,F
2886,21.0,F
2887,45.0,M
2888,26.0,M
2889,61.0,F
2890,33.0,M
2891,16.0,M
2892,29.0,M
2897,30.0,M
2898,40.0,M
2900,37.0,F
2901,54.0,M
2902,41.0,M
2903,37.0,M
2906,54.0,M
2909,44.0,M
2910,61.0,F
2911,53.0,F
2912,28.0,F
2913,64.0,M
2916,29.0,F
2917,39.0,M
2918,47.0,M
2919,52.0,F
2921,47.0,F
2922,66.0,M
2923,60.0,M
2924,64.0,F
2926,25.0,F
2927,40.0,F
2930,67.0,F
2932,39.0,M
2934,41.0,F
2935,33.0,M
2936,45.0,M
2938,31.0,M
2939,61.0,M
2940,36.0,F
2941,46.0,F
2942,33.0,M
2943,58.0,M
2945,43.0,F
2947,18.0,F
2948,31.0,F
2949,63.0,M
2950,27.0,F
2951,43.0,F
2952,52.0,F
2954,26.0,M
2955,51.0,M
2956,41.0,M
2957,46.0,F
2958,43.0,M
2962,40.0,F
2963,62.0,F
2964,43.0,F
2965,24.0,F
2966,44.0,M
2968,42.0,F
2969,52.0,M
2970,34.0,M
2971,39.0,M
2972,34.0,F
2975,59.0,F
2977,28.0,F
2980,47.0,F
2982,21.0,M
2985,52.0,M
2986,71.0,M
2988,39.0,F
2990,37.0,M
2991,38.0,F
2992,48.0,M
2993,31.0,M
2995,33.0,M
2997,36.0,M
2998,43.0,F
2999,42.0,F
3000,20.0,M
3001,44.0,M
3003,49.0,M
3004,55.0,F
3006,34.0,M
3009,43.0,M
3011,57.0,M
3012,39.0,F
3013,45.0,F
3014,49.0,F
3015,42.0,M
3016,50.0,M
3017,62.0,F
3018,51.0,M
3022,52.0,M
3023,33.0,F
3024,74.0,F
3025,45.0,F
3026,44.0,F
3027,33.0,F
3028,70.0,M
3029,61.0,M
3030,39.0,M
3031,32.0,F
3033,66.0,F
3034,49.0,M
3036,35.0,F
3037,45.0,M
3038,60.0,M
3039,39.0,F
3040,70.0,M
3041,28.0,M
3042,37.0,M
3044,43.0,M
3045,31.0,M
3046,52.0,M
3048,71.0,F
3050,33.0,F
3051,49.0,M
3054,40.0,M
3056,31.0,F
3057,36.0,F
3059,41.0,F
3061,34.0,M
3062,40.0,F
3063,54.0,F
3064,52.0,M
3065,33.0,M
3066,72.0,M
3068,61.0,M
3069,37.0,M
3071,42.0,M
3072,21.0,M
3073,33.0,F
3074,50.0,F
3075,51.0,M
3078,31.0,M
3079,31.0,M
3080,74.0,M
3081,60.0,F
3084,35.0,F
3085,48.0,M
3086,31.0,M
3087,32.0,M
3089,65.0,F
3090,43.0,F
3091,39.0,M
3092,62.0,M
3095,52.0,F
3096,30.0,F
3098,40.0,F
3099,37.0,F
3100,30.0,F
3101,26.0,M
3102,57.0,M
3103,41.0,F
3104,52.0,M
3105,65.0,F
3108,40.0,M
3110,48.0,F
3113,64.0,M
3114,38.0,M
3115,33.0,M
3116,52.0,M
3117,64.0,M
3118,43.0,F
3120,38.0,F
3121,48.0,M
3122,54.0,M
3124,44.0,M
3125,22.0,F
3126,53.0,M
3130,48.0,M
3131,35.0,M
3134,54.0,M
3135,41.0,F
3136,32.0,F
3138,44.0,M
3139,63.0,M
3140,44.0,F
3141,34.0,M
3144,71.0,F
3146,57.0,F
3148,61.0,M
3149,41.0,F
3151,57.0,F
3152,42.0,F
3153,41.0,M
3154,70.0,M
3155,44.0,M
3157,42.0,M
3158,51.0,F
3159,15.0,F
3160,54.0,M
3161,26.0,M
3162,72.0,M
3163,67.0,M
3164,37.0,F
3166,52.0,M
3168,59.0,M
3170,59.0,F
3175,50.0,M
3178,50.0,M
3179,53.0,F
3180,31.0,F
3182,36.0,F
3183,55.0,M
3184,27.0,M
3185,33.0,F
3187,71.0,F
3188,51.0,M
3189,56.0,M
3191,36.0,M
3197,61.0,F
3198,59.0,M
3199,47.0,M
3202,40.0,F
3205,43.0,F
3206,56.0,F
3207,33.0,F
3208,45.0,F
3209,24.0,M
3210,41.0,M
3212,40.0,F
3216,20.0,F
3217,53.0,F
3218,40.0,F
3219,62.0,F
3222,46.0,M
3223,21.0,F
3224,35.0,M
3226,34.0,M
3227,65.0,M
3229,40.0,F
3230,36.0,M
3231,50.0,M
3232,53.0,M
3233,40.0,M
3234,37.0,F
3235,45.0,F
3237,45.0,F
3239,61.0,F
3240,61.0,M
3242,44.0,M
3243,44.0,F
3244,47.0,F
3245,27.0,M
3248,46.0,F
3250,62.0,F
3253,37.0,M
3254,65.0,F
3255,30.0,F
3257,33.0,F
3258,32.0,F
3259,49.0,M
3260,34.0,M
3261,56.0,M
3262,29.0,F
3265,37.0,F
3271,69.0,F
3272,47.0,F
3273,28.0,F
3274,58.0,M
3275,27.0,M
3276,43.0,M
3279,47.0,M
3280,27.0,F
3282,47.0,F
3283,34.0,M
3287,56.0,F
3288,25.0,F
3289,50.0,F
3291,58.0,F
3292,41.0,F
3294,20.0,M
3295,69.0,M
3296,26.0,F
3298,27.0,M
3300,26.0,M
3302,49.0,M
3303,59.0,F
3304,34.0,M
3307,21.0,M
3308,38.0,M
3309,57.0,M
3311,63.0,M
3312,21.0,F
3313,22.0,M
3314,48.0,M
3315,47.0,M
3316,52.0,M
3317,41.0,M
3318,60.0,M
3319,44.0,M
3321,78.0,F
3322,50.0,F
3323,48.0,M
3324,63.0,M
3327,38.0,M
3328,27.0,M
3330,42.0,M
3331,66.0,F
3333,60.0,M
3336,16.0,M
3337,70.0,M
3339,62.0,F
3340,46.0,M
3341,48.0,F
3342,37.0,M
3343,15.0,F
3347,64.0,M
3350,58.0,M
3351,30.0,F
3357,35.0,F
3362,63.0,M
3363,55.0,M
3364,41.0,M
3365,40.0,M
3367,41.0,M
3368,38.0,F
3369,30.0,M
3370,33.0,F
3371,43.0,F
3372,53.0,M
3373,35.0,M
3374,20.0,F
3375,45.0,M
3376,56.0,M
3378,57.0,M
3380,48.0,M
3381,41.0,M
3382,49.0,M
3383,30.0,F
3384,24.0,F
3385,20.0,M
3387,29.0,F
3388,40.0,F
3389,40.0,F
3390,47.0,M
3391,59.0,M
3393,28.0,F
3394,47.0,M
3395,31.0,M
3396,40.0,F
3398,75.0,M
3399,54.0,M
3400,60.0,F
3401,20.0,F
3403,35.0,M
3404,43.0,F
3405,57.0,M
3406,64.0,F
3407,47.0,M
3409,43.0,M
3410,51.0,M
3413,64.0,M
3414,28.0,F
3415,46.0,F
3416,45.0,M
3418,38.0,M
3419,35.0,M
3420,51.0,F
3423,53.0,M
3425,47.0,M
3428,71.0,M
3431,44.0,M
3432,36.0,M
3433,42.0,M
3435,20.0,M
3436,57.0,F
3437,40.0,M
3438,37.0,M
3439,66.0,F
3440,53.0,M
3443,33.0,F
3444,42.0,F
3445,44.0,M
3446,57.0,F
3447,48.0,M
3451,68.0,M
3455,55.0,F
3456,46.0,F
3457,54.0,M
3458,48.0,F
3459,46.0,M
3460,14.0,F
3461,21.0,M
3462,43.0,F
3463,78.0,M
3465,66.0,M
3466,62.0,M
3467,50.0,M
3468,60.0,F
3469,46.0,F
3470,73.0,M
3471,46.0,F
3475,58.0,M
3478,28.0,M
3479,47.0,F
3481,72.0,M
3482,37.0,F
3483,41.0,F
3486,59.0,M
3488,68.0,M
3489,40.0,F
3490,27.0,F
3491,35.0,M
3492,44.0,M
3493,49.0,M
3495,46.0,M
3497,38.0,M
3498,40.0,F
3500,42.0,M
3501,49.0,M
3502,74.0,M
3503,38.0,F
3504,32.0,M
3507,28.0,F
3508,46.0,M
3509,67.0,F
3515,52.0,F
3516,52.0,M
3519,21.0,F
3521,41.0,M
3522,48.0,M
3524,57.0,M
3525,43.0,M
3526,57.0,F
3527,24.0,F
3529,63.0,M
3530,41.0,M
3531,50.0,M
3533,40.0,F
3535,55.0,F
3536,43.0,F
3538,61.0,F
3539,53.0,M
3541,32.0,F
3543,29.0,F
3545,70.0,M
3546,49.0,F
3548,55.0,F
3550,33.0,M
3552,42.0,M
3554,24.0,F
3555,41.0,F
3556,37.0,M
3557,92.0,M
3558,43.0,F
3560,48.0,M
3561,36.0,M
3562,45.0,M
3563,32.0,M
3565,70.0,M
3567,61.0,F
3569,63.0,M
3570,59.0,F
3573,44.0,M
3574,49.0,F
3575,36.0,M
3576,68.0,F
3577,24.0,F
3578,37.0,F
3579,63.0,M
3582,66.0,M
3583,34.0,M
3584,29.0,F
3585,43.0,F
3587,71.0,F
3589,38.0,M
3590,50.0,M
3591,26.0,M
3593,57.0,M
3594,29.0,F
3596,48.0,M
3597,67.0,F
3598,51.0,M
3599,55.0,M
3600,43.0,F
3601,65.0,M
3603,38.0,M
3606,21.0,F
1897,36.0,M
3608,47.0,F
3609,33.0,M
3610,25.0,M
3613,40.0,M
3615,37.0,F
3616,20.0,F
3617,45.0,M
3619,59.0,M
3620,58.0,M
3621,32.0,F
3622,40.0,F
3623,45.0,F
3625,51.0,M
3626,30.0,M
3627,39.0,F
3628,56.0,F
3629,54.0,M
3630,56.0,F
3631,42.0,M
3632,40.0,M
3633,74.0,M
3634,20.0,M
3635,44.0,F
3636,60.0,M
3637,41.0,M
3638,62.0,F
3640,37.0,M
3641,60.0,M
3642,70.0,F
3643,46.0,M
3644,57.0,M
3645,40.0,M
3646,35.0,F
3648,48.0,M
1050,35.0,M
3650,46.0,F
3651,51.0,M
3652,42.0,M
3654,61.0,M
3656,44.0,M
3658,45.0,F
3661,77.0,F
3662,30.0,M
3663,32.0,M
3664,41.0,F
3667,50.0,M
3668,46.0,M
3669,50.0,F
3673,37.0,M
3674,62.0,M
3676,49.0,M
3677,46.0,M
3678,61.0,F
3679,26.0,F
3681,42.0,M
3683,37.0,M
3684,71.0,M
3686,61.0,F
3687,71.0,M
3688,66.0,M
3689,45.0,M
3690,39.0,F
3694,58.0,F
3695,56.0,M
3696,17.0,F
3697,39.0,M
3698,39.0,M
3699,37.0,F
3700,31.0,M
3701,52.0,F
3702,58.0,M
3703,65.0,M
3704,74.0,F
3705,48.0,F
3706,45.0,F
3707,62.0,F
3709,53.0,M
3710,23.0,M
3711,44.0,M
3712,65.0,F
3713,54.0,F
3714,51.0,F
3715,36.0,M
3716,48.0,F
3717,39.0,M
3718,66.0,F
3720,36.0,M
3721,28.0,M
3722,63.0,F
3723,33.0,M
3724,65.0,M
3726,49.0,M
3727,40.0,M
3728,41.0,F
3730,66.0,M
3731,47.0,F
3734,45.0,M
3735,59.0,F
3736,37.0,M
3737,28.0,F
3740,42.0,F
3143,36.0,F
3745,68.0,F
3747,37.0,M
3749,46.0,M
3751,54.0,M
3758,28.0,M
3762,45.0,F
3763,45.0,F
3764,62.0,M
3765,62.0,M
3767,59.0,M
3768,63.0,M
3769,37.0,M
3770,51.0,M
3771,18.0,F
3772,42.0,M
3773,49.0,M
3774,47.0,M
3775,51.0,M
3776,44.0,M
3778,59.0,M
3780,41.0,M
3781,51.0,F
3782,67.0,M
3784,63.0,M
3785,43.0,F
3786,19.0,F
3787,42.0,F
3788,43.0,F
3791,66.0,M
3792,22.0,F
3793,53.0,M
3794,43.0,M
3795,65.0,F
3796,23.0,F
3797,30.0,M
3798,31.0,M
3800,36.0,F
3801,42.0,F
3802,62.0,F
3803,46.0,F
3804,51.0,M
3805,34.0,M
3806,32.0,F
3807,75.0,F
3809,53.0,M
3810,35.0,F
3811,31.0,M
3812,49.0,M
3819,52.0,M
3820,58.0,M
3821,60.0,F
3823,65.0,M
3826,50.0,F
3828,14.0,F
3829,33.0,F
3831,41.0,F
3832,62.0,F
3836,48.0,F
3838,37.0,F
3839,40.0,F
3841,72.0,M
3842,35.0,F
3843,54.0,M
3844,59.0,F
3846,65.0,M
3847,67.0,M
3848,49.0,M
3850,27.0,F
3851,64.0,M
3852,50.0,F
3853,43.0,M
3859,62.0,M
3860,34.0,M
3861,42.0,M
3862,38.0,M
3863,37.0,F
3864,74.0,M
3867,65.0,M
3868,34.0,M
3870,49.0,M
3871,47.0,F
3874,51.0,M
2542,41.0,M
3877,56.0,M
3879,67.0,F
3880,51.0,F
3881,36.0,M
3882,53.0,F
3883,55.0,M
3885,53.0,F
3886,54.0,M
3888,64.0,F
3889,59.0,M
3890,58.0,M
3891,39.0,F
3892,61.0,F
3893,61.0,M
3894,60.0,F
3897,51.0,M
3898,29.0,M
3899,74.0,M
3901,48.0,F
3902,47.0,F
3903,41.0,F
3905,40.0,M
3907,35.0,M
3909,35.0,F
3910,46.0,F
3911,37.0,M
3912,71.0,M
3914,46.0,F
3916,40.0,M
3917,44.0,F
3919,61.0,F
3920,72.0,M
3921,50.0,F
3922,40.0,M
3923,50.0,F
3924,52.0,M
3925,59.0,M
3927,55.0,M
3928,20.0,F
3929,25.0,M
3930,38.0,F
3931,45.0,M
3933,69.0,M
3934,50.0,M
3935,35.0,F
3936,28.0,F
3938,59.0,M
3940,38.0,M
3941,44.0,M
3943,37.0,F
3944,80.0,M
3947,54.0,M
3948,52.0,M
3949,28.0,M
3950,62.0,M
3953,65.0,F
3955,70.0,M
3956,31.0,M
3957,64.0,M
3958,45.0,M
3962,31.0,F
3963,61.0,F
3964,36.0,M
3966,42.0,F
3967,35.0,F
3968,48.0,M
3971,46.0,M
3973,58.0,F
3975,31.0,M
3976,67.0,F
3977,71.0,M
3978,61.0,F
3979,37.0,F
3980,51.0,M
3983,38.0,M
3985,72.0,M
3988,65.0,M
3990,55.0,M
3991,54.0,M
3993,40.0,M
3994,15.0,M
3995,68.0,M
3996,63.0,F
3997,20.0,M
3998,46.0,F
4000,65.0,M
4001,20.0,F
4005,55.0,F
4006,35.0,M
4009,42.0,M
4010,50.0,F
4012,44.0,F
4014,43.0,M
4015,43.0,M
4016,25.0,F
4017,43.0,M
4018,55.0,F
4021,38.0,M
4022,47.0,M
4025,26.0,M
4027,42.0,F
4029,60.0,F
4032,41.0,M
4033,63.0,M
4034,35.0,F
4035,62.0,F
4037,43.0,M
4041,57.0,M
4042,20.0,M
4043,34.0,F
4044,65.0,M
4045,22.0,M
4046,25.0,F
4047,41.0,F
4048,60.0,M
4049,35.0,M
4050,46.0,F
4052,55.0,F
4053,39.0,M
4054,40.0,M
4055,43.0,M
4056,59.0,F
4058,26.0,F
4059,60.0,M
4063,47.0,M
4064,64.0,M
4065,55.0,M
4067,42.0,M
4068,36.0,M
4069,65.0,M
4070,43.0,F
4072,30.0,M
4073,41.0,M
4074,51.0,M
4075,21.0,M
4077,59.0,M
4078,42.0,F
4079,47.0,F
4081,42.0,F
4083,45.0,M
4085,47.0,F
4086,69.0,M
4088,59.0,M
4089,56.0,M
4091,29.0,M
4092,48.0,M
4093,44.0,F
4094,61.0,F
4095,53.0,F
4097,38.0,F
4098,46.0,M
4099,74.0,M
4100,35.0,F
4101,68.0,F
4102,41.0,M
4103,32.0,F
4104,54.0,F
4106,44.0,M
4107,59.0,M
4109,40.0,M
4112,54.0,M
4115,55.0,M
4116,25.0,F
4117,49.0,M
4119,59.0,M
4120,50.0,F
4121,53.0,F
4122,47.0,F
4123,29.0,M
4125,51.0,M
4128,52.0,F
4129,74.0,M
4130,52.0,F
4131,23.0,F
4132,40.0,M
4133,28.0,F
4135,50.0,F
4137,30.0,M
4141,41.0,F
4144,56.0,F
4146,45.0,M
4148,42.0,M
4149,37.0,F
4150,14.0,F
4151,41.0,F
4152,19.0,M
4153,70.0,F
4154,42.0,F
4155,56.0,F
4156,44.0,F
4159,56.0,M
4160,72.0,M
4163,54.0,M
4164,56.0,M
4165,38.0,M
4166,70.0,M
4167,45.0,M
4168,56.0,F
4169,36.0,M
4170,28.0,M
4171,69.0,M
4172,65.0,M
4173,40.0,F
4174,38.0,M
4175,43.0,F
4176,45.0,M
4177,27.0,F
4178,33.0,F
4179,53.0,M
31,46.0,M
4181,48.0,M
4182,43.0,M
4183,20.0,M
4184,39.0,M
4186,44.0,M
4187,66.0,M
4190,57.0,F
4191,31.0,M
4192,67.0,M
4193,65.0,F
4194,27.0,F
4195,47.0,M
4196,41.0,F
4198,38.0,M
4200,31.0,F
4202,58.0,M
4203,39.0,M
4207,62.0,M
4208,42.0,M
4212,21.0,F
4215,39.0,M
4216,40.0,M
4217,43.0,M
4218,49.0,M
4220,44.0,M
4222,69.0,F
4226,58.0,M
4227,36.0,M
4229,55.0,M
4230,58.0,F
4232,33.0,F
4233,42.0,M
4236,38.0,F
4238,66.0,M
4242,62.0,M
4244,50.0,F
4246,54.0,M
4247,29.0,M
4248,65.0,F
4250,36.0,M
4252,69.0,M
4253,32.0,M
4254,39.0,M
4255,41.0,M
4256,52.0,M
4257,39.0,F
4259,42.0,M
4261,39.0,M
4262,67.0,F
4264,60.0,F
4265,54.0,M
4266,64.0,M
4267,40.0,F
4270,75.0,M
4271,52.0,M
4272,27.0,M
4274,50.0,M
4275,43.0,M
4276,24.0,M
4277,31.0,M
4279,66.0,M
4280,34.0,M
4281,34.0,M
4282,43.0,F
4283,43.0,F
4284,51.0,M
4285,31.0,M
4287,63.0,M
4288,53.0,M
4289,45.0,M
4290,44.0,M
4291,56.0,F
4295,51.0,F
4296,60.0,M
4297,37.0,M
4299,55.0,M
4300,34.0,F
4301,21.0,M
4303,67.0,F
4304,51.0,M
4305,43.0,M
4306,20.0,M
4307,75.0,M
4308,46.0,M
4309,29.0,M
4310,59.0,M
4312,49.0,M
4314,52.0,F
4316,51.0,F
4317,69.0,F
4318,48.0,F
4319,20.0,M
4320,58.0,F
4322,48.0,M
4329,40.0,F
4330,53.0,F
4331,18.0,F
4332,34.0,F
4333,44.0,M
4337,37.0,F
4338,32.0,F
4339,39.0,M
4340,48.0,F
4341,50.0,M
4343,30.0,F
4344,44.0,F
4347,45.0,F
4348,42.0,M
4350,70.0,F
4351,58.0,F
4352,60.0,M
4353,45.0,M
4354,40.0,M
4355,36.0,F
4356,44.0,F
4359,29.0,M
4361,58.0,F
4363,57.0,F
4364,52.0,F
4366,47.0,M
4367,48.0,F
4369,59.0,M
4370,21.0,F
4371,46.0,M
4372,70.0,M
4374,53.0,M
4376,45.0,M
4378,33.0,M
4379,52.0,M
4381,47.0,M
4384,40.0,M
4386,43.0,F
4387,37.0,F
4388,54.0,F
4390,53.0,F
4392,43.0,M
340,51.0,M
4395,64.0,M
4400,50.0,M
4401,42.0,M
4402,39.0,F
4404,45.0,M
4406,46.0,F
4407,45.0,F
4410,48.0,F
4411,42.0,M
4413,40.0,M
4417,53.0,M
4418,31.0,M
4419,42.0,M
4422,20.0,M
4427,33.0,F
4428,34.0,M
4429,46.0,F
4430,20.0,M
4431,18.0,M
4432,20.0,F
4433,42.0,M
4434,54.0,F
4435,20.0,F
4436,35.0,F
4437,38.0,M
4441,46.0,M
4442,40.0,F
4443,32.0,F
4445,65.0,F
4448,37.0,M
4451,57.0,M
4452,42.0,M
4453,35.0,F
4454,30.0,F
4455,27.0,F
4456,35.0,F
4458,21.0,F
4462,52.0,M
4467,36.0,F
4468,46.0,F
4469,55.0,M
4470,28.0,M
4471,63.0,F
4474,37.0,M
4476,61.0,M
4477,49.0,M
4479,35.0,M
4481,58.0,M
4482,62.0,M
4483,57.0,F
4487,48.0,M
4488,51.0,M
4489,29.0,F
4491,61.0,F
4493,43.0,M
4495,30.0,M
4496,56.0,M
4497,64.0,M
4498,43.0,M
4499,37.0,M
4500,59.0,M
4502,30.0,F
4504,27.0,F
4505,58.0,F
4508,83.0,F
4510,29.0,F
4511,49.0,M
4513,49.0,M
4514,36.0,F
4515,30.0,F
4516,65.0,F
4517,49.0,F
4518,57.0,M
4519,41.0,M
4520,31.0,F
4522,37.0,F
4524,50.0,M
4526,39.0,M
4528,38.0,F
4529,43.0,M
4530,40.0,M
4533,55.0,M
4534,40.0,F
4537,56.0,M
4538,60.0,F
4539,41.0,F
4540,30.0,M
4543,38.0,M
4545,41.0,F
4546,51.0,F
4549,36.0,F
4552,59.0,F
4555,48.0,F
4556,60.0,F
4557,61.0,M
4559,75.0,M
4561,55.0,M
4563,46.0,M
4567,36.0,M
4571,45.0,M
4577,14.0,M
4580,53.0,M
4582,68.0,M
4586,34.0,M
4587,34.0,F
4588,54.0,F
4589,46.0,F
4590,33.0,M
4591,65.0,M
4592,18.0,M
4594,58.0,M
4595,41.0,M
4597,44.0,F
4598,32.0,M
4600,30.0,F
4601,39.0,M
4602,60.0,M
4603,57.0,F
4604,36.0,F
4607,20.0,M
4608,34.0,M
4609,45.0,M
4610,28.0,F
4614,49.0,M
4616,43.0,M
4619,33.0,M
4620,54.0,M
4621,36.0,M
4623,62.0,M
4624,56.0,M
4625,62.0,F
4626,50.0,M
4627,44.0,M
4629,30.0,F
4630,17.0,M
4634,57.0,M
4635,55.0,M
4638,33.0,F
4641,39.0,M
4642,34.0,F
4643,55.0,M
4645,54.0,F
4646,49.0,M
4647,56.0,M
4648,48.0,F
4649,44.0,F
4650,40.0,F
4651,58.0,M
4652,64.0,M
4653,46.0,F
4658,28.0,F
4659,48.0,M
4660,33.0,F
4662,28.0,M
4663,39.0,M
4664,49.0,F
4669,48.0,F
4670,17.0,M
4671,33.0,M
4672,20.0,F
4674,69.0,M
4675,36.0,F
4677,47.0,M
4678,50.0,M
4679,31.0,M
4683,52.0,F
4684,33.0,F
4685,48.0,F
4687,47.0,F
4689,31.0,F
4690,28.0,M
4692,38.0,M
4694,47.0,M
4695,69.0,F
4697,41.0,F
4699,31.0,F
4703,39.0,M
4705,36.0,F
4714,44.0,M
4716,42.0,M
4717,43.0,F
4719,33.0,F
4721,43.0,M
4722,42.0,F
4723,34.0,F
4727,41.0,M
4728,60.0,M
4731,48.0,M
4732,55.0,M
4743,52.0,M
4744,47.0,M
4745,40.0,M
4747,26.0,M
4748,25.0,F
4749,52.0,M
4750,54.0,M
4754,55.0,M
4756,43.0,M
4759,39.0,M
4761,46.0,M
4765,41.0,M
4766,31.0,F
4767,53.0,F
4769,65.0,M
4770,41.0,F
4771,42.0,M
4772,33.0,F
4773,40.0,F
4774,64.0,M
4777,40.0,F
4778,34.0,F
4780,37.0,M
4334,39.0,F
4784,35.0,F
4785,33.0,M
4786,43.0,F
4787,19.0,F
4788,46.0,F
4789,37.0,F
4792,30.0,M
4796,29.0,M
4797,65.0,M
4806,30.0,F
4807,36.0,F
4808,51.0,M
4809,26.0,F
4810,35.0,F
4811,38.0,F
4813,21.0,F
4814,33.0,F
4817,29.0,F
4820,57.0,F
4822,34.0,F
4823,55.0,F
4825,44.0,F
4831,62.0,F
4833,48.0,M
4834,38.0,F
4835,27.0,F
4836,46.0,F
4841,69.0,M
4794,51.0,F
4843,36.0,F
4844,44.0,F
4846,58.0,M
4850,49.0,F
4856,60.0,F
4860,41.0,F
4864,48.0,M
4865,51.0,F
4875,36.0,F
4876,65.0,M
4881,53.0,M
4882,55.0,F
4883,37.0,F
4887,29.0,F
4889,34.0,F
4890,56.0,M
4891,51.0,F
4896,36.0,M
4898,49.0,F
4899,60.0,F
4902,75.0,M
4904,50.0,M
4905,40.0,M
4906,43.0,F
4908,59.0,M
4909,31.0,M
4910,45.0,M
4911,36.0,M
4914,49.0,F
4916,60.0,M
4921,38.0,M
4922,54.0,M
4923,36.0,M
4925,50.0,F
4928,48.0,M
4930,59.0,M
4931,39.0,M
4933,48.0,M
4934,30.0,F
4937,38.0,M
4940,47.0,M
4941,28.0,F
4947,38.0,M
4948,63.0,M
4951,25.0,M
4953,51.0,F
4956,44.0,F
4957,42.0,M
4960,58.0,M
4961,54.0,M
4962,42.0,M
4963,48.0,M
4964,61.0,F
4965,33.0,M
4967,34.0,M
4968,43.0,M
4970,34.0,M
4971,50.0,M
4973,51.0,M
4975,39.0,M
4977,39.0,M
4978,43.0,F
4979,27.0,M
4980,49.0,M
4986,30.0,F
4987,48.0,F
4989,49.0,M
4990,49.0,F
4991,37.0,M
4994,16.0,F
4995,64.0,M
4996,48.0,F
4998,28.0,M
5000,32.0,M
5003,58.0,M
5004,27.0,F
5007,33.0,M
5009,61.0,M
5010,40.0,M
5011,30.0,F
5013,59.0,M
5016,43.0,F
5025,53.0,M
5026,42.0,M
5027,57.0,M
5028,20.0,M
5030,40.0,F
5031,41.0,F
5033,53.0,F
5034,42.0,F
5037,35.0,M
5038,44.0,M
5039,52.0,M
5040,35.0,M
5041,44.0,M
5043,46.0,M
5046,37.0,M
5047,56.0,M
5048,50.0,M
5049,45.0,M
5050,68.0,M
5051,45.0,F
5052,34.0,F
5054,61.0,F
5055,25.0,F
5057,46.0,M
5058,52.0,F
5059,33.0,F
5060,50.0,F
5062,47.0,F
5063,33.0,M
5064,32.0,F
5066,34.0,F
5068,54.0,M
5069,37.0,M
5072,58.0,M
